timestamp	county	file_number	measure_names	provider_name	measure_values
1605344402.84371	BAY	100026	Total AdultICU Capacity	ASCENSION SACRED HEART BAY	35
1605344402.84371	BAY	100026	Total PediatricICU Capacity	ASCENSION SACRED HEART BAY	0
1605344402.84371	BAY	100242	Adult ICU Census	GULF COAST REGIONAL MEDICAL CENTER	20
1605344402.84371	BAY	100242	Available Adult ICU	GULF COAST REGIONAL MEDICAL CENTER	0
1605344402.84371	BAY	100242	Available Adult ICU%	GULF COAST REGIONAL MEDICAL CENTER	0
1605344402.84371	BAY	100242	Available Pediatric ICU	GULF COAST REGIONAL MEDICAL CENTER	2
1605344402.84371	BAY	100242	Available Pediatric ICU%	GULF COAST REGIONAL MEDICAL CENTER	0.5
1605344402.84371	BAY	100242	Pediatric ICU Census	GULF COAST REGIONAL MEDICAL CENTER	2
1605344402.84371	BAY	100242	Total AdultICU Capacity	GULF COAST REGIONAL MEDICAL CENTER	20
1605344402.84371	BAY	100242	Total PediatricICU Capacity	GULF COAST REGIONAL MEDICAL CENTER	4
1605344402.84371	BAY	110034	Adult ICU Census	EMERALD COAST BEHAVIORAL HOSPITAL	0
1605344402.84371	BAY	110034	Available Adult ICU	EMERALD COAST BEHAVIORAL HOSPITAL	0
1605344402.84371	BAY	110034	Available Adult ICU%	EMERALD COAST BEHAVIORAL HOSPITAL	NA
1605344402.84371	BAY	110034	Available Pediatric ICU	EMERALD COAST BEHAVIORAL HOSPITAL	0
1605344402.84371	BAY	110034	Available Pediatric ICU%	EMERALD COAST BEHAVIORAL HOSPITAL	NA
1605344402.84371	BAY	110034	Pediatric ICU Census	EMERALD COAST BEHAVIORAL HOSPITAL	0
1605344402.84371	BAY	110034	Total AdultICU Capacity	EMERALD COAST BEHAVIORAL HOSPITAL	0
1605344402.84371	BAY	110034	Total PediatricICU Capacity	EMERALD COAST BEHAVIORAL HOSPITAL	0
1605344402.84371	BAY	23960013	Adult ICU Census	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0
1605344402.84371	BAY	23960013	Available Adult ICU	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0
1605344402.84371	BAY	23960013	Available Adult ICU%	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	NA
1605344402.84371	BAY	23960013	Available Pediatric ICU	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0
1605344402.84371	BAY	23960013	Available Pediatric ICU%	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	NA
1605344402.84371	BAY	23960013	Pediatric ICU Census	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0
1605344402.84371	BAY	23960013	Total AdultICU Capacity	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0
1605344402.84371	BAY	23960013	Total PediatricICU Capacity	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0
1605344402.84371	BAY	23960045	Adult ICU Census	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0
1605344402.84371	BAY	23960045	Available Adult ICU	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0
1605344402.84371	BAY	23960045	Available Adult ICU%	SELECT SPECIALTY HOSPITAL - PANAMA CITY	NA
1605344402.84371	BAY	23960045	Available Pediatric ICU	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0
1605344402.84371	BAY	23960045	Available Pediatric ICU%	SELECT SPECIALTY HOSPITAL - PANAMA CITY	NA
1605344402.84371	BAY	23960045	Pediatric ICU Census	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0
1605344402.84371	BAY	23960045	Total AdultICU Capacity	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0
1605344402.84371	BAY	23960045	Total PediatricICU Capacity	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0
1605344402.84371	BRADFORD	100103	Adult ICU Census	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0
1605344402.84371	BRADFORD	100103	Available Adult ICU	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0
1605344402.84371	BRADFORD	100103	Available Adult ICU%	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	NA
1605344402.84371	BRADFORD	100103	Available Pediatric ICU	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0
1605344402.84371	BRADFORD	100103	Available Pediatric ICU%	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	NA
1605344402.84371	BRADFORD	100103	Pediatric ICU Census	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0
1605344402.84371	BRADFORD	100103	Total AdultICU Capacity	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0
1605344402.84371	BRADFORD	100103	Total PediatricICU Capacity	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0
1605344402.84371	BREVARD	100019	Adult ICU Census	HOLMES REGIONAL MEDICAL CENTER	55
1605344402.84371	BREVARD	100019	Available Adult ICU	HOLMES REGIONAL MEDICAL CENTER	3
1605344402.84371	BREVARD	100019	Available Adult ICU%	HOLMES REGIONAL MEDICAL CENTER	0.051724138
1605344402.84371	BREVARD	100019	Available Pediatric ICU	HOLMES REGIONAL MEDICAL CENTER	0
1605344402.84371	BREVARD	100019	Available Pediatric ICU%	HOLMES REGIONAL MEDICAL CENTER	NA
1605344402.84371	BREVARD	100019	Pediatric ICU Census	HOLMES REGIONAL MEDICAL CENTER	0
1605344402.84371	BREVARD	100019	Total AdultICU Capacity	HOLMES REGIONAL MEDICAL CENTER	58
1605344402.84371	BREVARD	100019	Total PediatricICU Capacity	HOLMES REGIONAL MEDICAL CENTER	0
1605344402.84371	BREVARD	100028	Adult ICU Census	PARRISH MEDICAL CENTER	9
1605344402.84371	BREVARD	100028	Available Adult ICU	PARRISH MEDICAL CENTER	3
1605344402.84371	BREVARD	100028	Available Adult ICU%	PARRISH MEDICAL CENTER	0.25
1605344402.84371	BREVARD	100028	Available Pediatric ICU	PARRISH MEDICAL CENTER	0
1605344402.84371	BREVARD	100028	Available Pediatric ICU%	PARRISH MEDICAL CENTER	NA
1605344402.84371	BREVARD	100028	Pediatric ICU Census	PARRISH MEDICAL CENTER	0
1605344402.84371	BREVARD	100028	Total AdultICU Capacity	PARRISH MEDICAL CENTER	12
1605344402.84371	BREVARD	100028	Total PediatricICU Capacity	PARRISH MEDICAL CENTER	0
1605344402.84371	BREVARD	100092	Adult ICU Census	ROCKLEDGE REGIONAL MEDICAL CENTER	23
1605344402.84371	BREVARD	100092	Available Adult ICU	ROCKLEDGE REGIONAL MEDICAL CENTER	8
1605344402.84371	BREVARD	100092	Available Adult ICU%	ROCKLEDGE REGIONAL MEDICAL CENTER	0.258064516
1605344402.84371	BREVARD	100092	Available Pediatric ICU	ROCKLEDGE REGIONAL MEDICAL CENTER	0
1605344402.84371	BREVARD	100092	Available Pediatric ICU%	ROCKLEDGE REGIONAL MEDICAL CENTER	NA
1605344402.84371	BREVARD	100092	Pediatric ICU Census	ROCKLEDGE REGIONAL MEDICAL CENTER	0
1605344402.84371	BREVARD	100092	Total AdultICU Capacity	ROCKLEDGE REGIONAL MEDICAL CENTER	31
1605344402.84371	BREVARD	100092	Total PediatricICU Capacity	ROCKLEDGE REGIONAL MEDICAL CENTER	0
1605344402.84371	BREVARD	100177	Adult ICU Census	CAPE CANAVERAL HOSPITAL	7
1605344402.84371	BREVARD	100177	Available Adult ICU	CAPE CANAVERAL HOSPITAL	5
1605344402.84371	BREVARD	100177	Available Adult ICU%	CAPE CANAVERAL HOSPITAL	0.416666667
1605344402.84371	BREVARD	100177	Available Pediatric ICU	CAPE CANAVERAL HOSPITAL	0
1605344402.84371	BREVARD	100177	Available Pediatric ICU%	CAPE CANAVERAL HOSPITAL	NA
1605344402.84371	BREVARD	100177	Pediatric ICU Census	CAPE CANAVERAL HOSPITAL	0
1605344402.84371	BREVARD	100177	Total AdultICU Capacity	CAPE CANAVERAL HOSPITAL	12
1605344402.84371	BREVARD	100177	Total PediatricICU Capacity	CAPE CANAVERAL HOSPITAL	0
1605344402.84371	BREVARD	104024	Adult ICU Census	CIRCLES OF CARE, INC	0
1605344402.84371	BREVARD	104024	Available Adult ICU	CIRCLES OF CARE, INC	0
1605344402.84371	BREVARD	104024	Available Adult ICU%	CIRCLES OF CARE, INC	NA
1605344402.84371	BREVARD	104024	Available Pediatric ICU	CIRCLES OF CARE, INC	0
1605344402.84371	BREVARD	104024	Available Pediatric ICU%	CIRCLES OF CARE, INC	NA
1605344402.84371	BREVARD	104024	Pediatric ICU Census	CIRCLES OF CARE, INC	0
1605344402.84371	BREVARD	104024	Total AdultICU Capacity	CIRCLES OF CARE, INC	0
1605344402.84371	BREVARD	104024	Total PediatricICU Capacity	CIRCLES OF CARE, INC	0
1605344402.84371	BREVARD	110027	Adult ICU Census	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0
1605344402.84371	BREVARD	110027	Available Adult ICU	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0
1605344402.84371	BREVARD	110027	Available Adult ICU%	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	NA
1605344402.84371	BREVARD	110027	Available Pediatric ICU	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0
1605344402.84371	BREVARD	110027	Available Pediatric ICU%	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	NA
1605344402.84371	BREVARD	110027	Pediatric ICU Census	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0
1605344402.84371	BREVARD	110027	Total AdultICU Capacity	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0
1605344402.84371	BREVARD	110027	Total PediatricICU Capacity	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0
1605344402.84371	BREVARD	110036	Adult ICU Census	DEVEREUX FLORIDA	0
1605344402.84371	BREVARD	110036	Available Adult ICU	DEVEREUX FLORIDA	0
1605344402.84371	BREVARD	110036	Available Adult ICU%	DEVEREUX FLORIDA	NA
1605344402.84371	BREVARD	110036	Available Pediatric ICU	DEVEREUX FLORIDA	0
1605344402.84371	BREVARD	110036	Available Pediatric ICU%	DEVEREUX FLORIDA	NA
1605344402.84371	BREVARD	110036	Pediatric ICU Census	DEVEREUX FLORIDA	0
1605344402.84371	BREVARD	110036	Total AdultICU Capacity	DEVEREUX FLORIDA	0
1605344402.84371	BREVARD	110036	Total PediatricICU Capacity	DEVEREUX FLORIDA	0
1605344402.84371	BREVARD	120007	Adult ICU Census	PALM BAY HOSPITAL	12
1605344402.84371	BREVARD	120007	Available Adult ICU	PALM BAY HOSPITAL	0
1605344402.84371	BREVARD	120007	Available Adult ICU%	PALM BAY HOSPITAL	0
1605344402.84371	BREVARD	120007	Available Pediatric ICU	PALM BAY HOSPITAL	0
1605344402.84371	BREVARD	120007	Available Pediatric ICU%	PALM BAY HOSPITAL	NA
1605344402.84371	BREVARD	120007	Pediatric ICU Census	PALM BAY HOSPITAL	0
1605344402.84371	BREVARD	120007	Total AdultICU Capacity	PALM BAY HOSPITAL	12
1605344402.84371	BREVARD	120007	Total PediatricICU Capacity	PALM BAY HOSPITAL	0
1605344402.84371	BREVARD	23960034	Adult ICU Census	MELBOURNE REGIONAL MEDICAL CENTER	5
1605344402.84371	BREVARD	23960034	Available Adult ICU	MELBOURNE REGIONAL MEDICAL CENTER	7
1605344402.84371	BREVARD	23960034	Available Adult ICU%	MELBOURNE REGIONAL MEDICAL CENTER	0.583333333
1605344402.84371	BREVARD	23960034	Available Pediatric ICU	MELBOURNE REGIONAL MEDICAL CENTER	0
1605344402.84371	BREVARD	23960034	Available Pediatric ICU%	MELBOURNE REGIONAL MEDICAL CENTER	NA
1605344402.84371	BREVARD	23960034	Pediatric ICU Census	MELBOURNE REGIONAL MEDICAL CENTER	0
1605344402.84371	BREVARD	23960034	Total AdultICU Capacity	MELBOURNE REGIONAL MEDICAL CENTER	12
1605344402.84371	BREVARD	23960034	Total PediatricICU Capacity	MELBOURNE REGIONAL MEDICAL CENTER	0
1605344402.84371	BREVARD	23960090	Adult ICU Census	KINDRED HOSPITAL MELBOURNE	5
1605344402.84371	BREVARD	23960090	Available Adult ICU	KINDRED HOSPITAL MELBOURNE	3
1605344402.84371	BREVARD	23960090	Available Adult ICU%	KINDRED HOSPITAL MELBOURNE	0.375
1605344402.84371	BREVARD	23960090	Available Pediatric ICU	KINDRED HOSPITAL MELBOURNE	0
1605344402.84371	BREVARD	23960090	Available Pediatric ICU%	KINDRED HOSPITAL MELBOURNE	NA
1605344402.84371	BREVARD	23960090	Pediatric ICU Census	KINDRED HOSPITAL MELBOURNE	0
1605344402.84371	BREVARD	23960090	Total AdultICU Capacity	KINDRED HOSPITAL MELBOURNE	8
1605344402.84371	BREVARD	23960090	Total PediatricICU Capacity	KINDRED HOSPITAL MELBOURNE	0
1605344402.84371	BREVARD	23960092	Adult ICU Census	VIERA HOSPITAL	11
1605344402.84371	BREVARD	23960092	Available Adult ICU	VIERA HOSPITAL	9
1605344402.84371	BREVARD	23960092	Available Adult ICU%	VIERA HOSPITAL	0.45
1605344402.84371	BREVARD	23960092	Available Pediatric ICU	VIERA HOSPITAL	0
1605344402.84371	BREVARD	23960092	Available Pediatric ICU%	VIERA HOSPITAL	NA
1605344402.84371	BREVARD	23960092	Pediatric ICU Census	VIERA HOSPITAL	0
1605344402.84371	BREVARD	23960092	Total AdultICU Capacity	VIERA HOSPITAL	20
1605344402.84371	BREVARD	23960092	Total PediatricICU Capacity	VIERA HOSPITAL	0
1605344402.84371	BREVARD	23960153	Adult ICU Census	PALM POINT BEHAVIORAL HEALTH	0
1605344402.84371	BREVARD	23960153	Available Adult ICU	PALM POINT BEHAVIORAL HEALTH	0
1605344402.84371	BREVARD	23960153	Available Adult ICU%	PALM POINT BEHAVIORAL HEALTH	NA
1605344402.84371	BREVARD	23960153	Available Pediatric ICU	PALM POINT BEHAVIORAL HEALTH	0
1605344402.84371	BREVARD	23960153	Available Pediatric ICU%	PALM POINT BEHAVIORAL HEALTH	NA
1605344402.84371	BREVARD	23960153	Pediatric ICU Census	PALM POINT BEHAVIORAL HEALTH	0
1605344402.84371	BREVARD	23960153	Total AdultICU Capacity	PALM POINT BEHAVIORAL HEALTH	0
1605344402.84371	BREVARD	23960153	Total PediatricICU Capacity	PALM POINT BEHAVIORAL HEALTH	0
1605344402.84371	BROWARD	100038	Adult ICU Census	MEMORIAL REGIONAL HOSPITAL	53
1605344402.84371	BROWARD	100038	Available Adult ICU	MEMORIAL REGIONAL HOSPITAL	20
1605344402.84371	BROWARD	100038	Available Adult ICU%	MEMORIAL REGIONAL HOSPITAL	0.273972603
1605344402.84371	BROWARD	100038	Available Pediatric ICU	MEMORIAL REGIONAL HOSPITAL	17
1605344402.84371	BROWARD	100038	Available Pediatric ICU%	MEMORIAL REGIONAL HOSPITAL	0.314814815
1605344402.84371	BROWARD	100038	Pediatric ICU Census	MEMORIAL REGIONAL HOSPITAL	37
1605344402.84371	BROWARD	100038	Total AdultICU Capacity	MEMORIAL REGIONAL HOSPITAL	73
1605344402.84371	BROWARD	100038	Total PediatricICU Capacity	MEMORIAL REGIONAL HOSPITAL	54
1605344402.84371	BROWARD	100039	Adult ICU Census	BROWARD HEALTH MEDICAL CENTER	44
1605344402.84371	BROWARD	100039	Available Adult ICU	BROWARD HEALTH MEDICAL CENTER	0
1605344402.84371	BROWARD	100039	Available Adult ICU%	BROWARD HEALTH MEDICAL CENTER	0
1605344402.84371	BROWARD	100039	Available Pediatric ICU	BROWARD HEALTH MEDICAL CENTER	1
1605344402.84371	BROWARD	100039	Available Pediatric ICU%	BROWARD HEALTH MEDICAL CENTER	0.166666667
1605344402.84371	BROWARD	100039	Pediatric ICU Census	BROWARD HEALTH MEDICAL CENTER	5
1605344402.84371	BROWARD	100039	Total AdultICU Capacity	BROWARD HEALTH MEDICAL CENTER	44
1605344402.84371	BROWARD	100039	Total PediatricICU Capacity	BROWARD HEALTH MEDICAL CENTER	6
1605344402.84371	BROWARD	100042	Adult ICU Census	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	6
1605344402.84371	BROWARD	100042	Available Adult ICU	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	2
1605344402.84371	BROWARD	100042	Available Adult ICU%	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	0.25
1605344402.84371	BROWARD	100042	Available Pediatric ICU	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	0
1605344402.84371	BROWARD	100042	Available Pediatric ICU%	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	NA
1605344402.84371	BROWARD	100042	Pediatric ICU Census	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	0
1605344402.84371	BROWARD	100042	Total AdultICU Capacity	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	8
1605344402.84371	BROWARD	100042	Total PediatricICU Capacity	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	0
1605344402.84371	BROWARD	100056	Adult ICU Census	CLEVELAND CLINIC HOSPITAL	42
1605344402.84371	BROWARD	100056	Available Adult ICU	CLEVELAND CLINIC HOSPITAL	6
1605344402.84371	BROWARD	100056	Available Adult ICU%	CLEVELAND CLINIC HOSPITAL	0.125
1605344402.84371	BROWARD	100056	Available Pediatric ICU	CLEVELAND CLINIC HOSPITAL	0
1605344402.84371	BROWARD	100056	Available Pediatric ICU%	CLEVELAND CLINIC HOSPITAL	NA
1605344402.84371	BROWARD	100056	Pediatric ICU Census	CLEVELAND CLINIC HOSPITAL	0
1605344402.84371	BROWARD	100056	Total AdultICU Capacity	CLEVELAND CLINIC HOSPITAL	48
1605344402.84371	BROWARD	100056	Total PediatricICU Capacity	CLEVELAND CLINIC HOSPITAL	0
1605344402.84371	BROWARD	100073	Adult ICU Census	HOLY CROSS HOSPITAL	31
1605344402.84371	BROWARD	100073	Available Adult ICU	HOLY CROSS HOSPITAL	11
1605344402.84371	BROWARD	100073	Available Adult ICU%	HOLY CROSS HOSPITAL	0.261904762
1605344402.84371	BROWARD	100073	Available Pediatric ICU	HOLY CROSS HOSPITAL	9
1605344402.84371	BROWARD	100073	Available Pediatric ICU%	HOLY CROSS HOSPITAL	0.75
1605344402.84371	BROWARD	100073	Pediatric ICU Census	HOLY CROSS HOSPITAL	3
1605344402.84371	BROWARD	100073	Total AdultICU Capacity	HOLY CROSS HOSPITAL	42
1605344402.84371	BROWARD	100073	Total PediatricICU Capacity	HOLY CROSS HOSPITAL	12
1605344402.84371	BROWARD	100086	Adult ICU Census	BROWARD HEALTH NORTH	30
1605344402.84371	BROWARD	100086	Available Adult ICU	BROWARD HEALTH NORTH	2
1605344402.84371	BROWARD	100086	Available Adult ICU%	BROWARD HEALTH NORTH	0.0625
1605344402.84371	BROWARD	100086	Available Pediatric ICU	BROWARD HEALTH NORTH	0
1605344402.84371	BROWARD	100086	Available Pediatric ICU%	BROWARD HEALTH NORTH	NA
1605344402.84371	BROWARD	100086	Pediatric ICU Census	BROWARD HEALTH NORTH	0
1605344402.84371	BROWARD	100086	Total AdultICU Capacity	BROWARD HEALTH NORTH	32
1605344402.84371	BROWARD	100086	Total PediatricICU Capacity	BROWARD HEALTH NORTH	0
1605344402.84371	BROWARD	100120	Adult ICU Census	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	7
1605344402.84371	BROWARD	100120	Available Adult ICU	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	1
1605344402.84371	BROWARD	100120	Available Adult ICU%	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	0.125
1605344402.84371	BROWARD	100120	Available Pediatric ICU	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	0
1605344402.84371	BROWARD	100120	Available Pediatric ICU%	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	NA
1605344402.84371	BROWARD	100120	Pediatric ICU Census	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	0
1605344402.84371	BROWARD	100120	Total AdultICU Capacity	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	8
1605344402.84371	BROWARD	100120	Total PediatricICU Capacity	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	0
1605344402.84371	BROWARD	100167	Adult ICU Census	PLANTATION GENERAL HOSPITAL	14
1605344402.84371	BROWARD	100167	Available Adult ICU	PLANTATION GENERAL HOSPITAL	6
1605344402.84371	BROWARD	100167	Available Adult ICU%	PLANTATION GENERAL HOSPITAL	0.3
1605344402.84371	BROWARD	100167	Available Pediatric ICU	PLANTATION GENERAL HOSPITAL	3
